StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form ,khon,Ksin,Keth,Klike,Kapp,Kcon,Shon,Ssin,Seth,Slike,Sapp,minsmart,minbetter,mincreative,minrather,minshould,minregard,mintyp,minkeep,minget,Hhon,Hsin,Heth,Hlike,Happ,Hcon,Fhon,Fsin,Feth,Flike,Fapp,modsmart,modbett,modcreat,modrath,modshou,modreg,modtyp,modkeep,modget,Xhon,Xsin,XETH,XLIKE,XAPP,XCON,yhon,Ysin,Yeth,Ylike,Yapp,Majsmart,majbet,majcreat,majrath,majshould,majreg,majtyp,majkeep,majget,attention1,ethnic,race,race other,gender identity,Q78,education,political,sex orientation,Q92,old,religion,religion other,id
1/29/2026 7:08,1/29/2026 7:14,100,345,TRUE,1/29/2026 7:14,R_7R8O1j7nJlkGRxf,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,3 = neither approachable nor unapproachable,reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,3 = neither approachable nor unapproachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Yes,White,,Female,,High School Diploma or GED,Strongly Conservative,Heterosexual/straight,,20,Protestantism (Christian),,81713
1/29/2026 8:30,1/29/2026 8:40,100,594,TRUE,1/29/2026 8:40,R_3GtkbeDeq3bPU65,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,3 = could go either way,2 = somewhat dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reported researcher (K),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Lean Conservative,Heterosexual/straight,,19,Protestantism (Christian),,81179
1/29/2026 8:34,1/29/2026 8:42,100,452,TRUE,1/29/2026 8:42,R_5jSQ8eAg1YzkHvg,,,,,33.4033,-86.2293,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,2 = somewhat insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,reported researcher (K),reported researcher (K),neither reported (K) nor reporting researcher (S),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),1 = very dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,2 = somewhat confident the findings are false,2 = somewhat dishonest,1 = very insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Strongly Conservative,Heterosexual/straight,,19,Catholicism,,81178
1/29/2026 9:12,1/29/2026 9:24,100,754,TRUE,1/29/2026 9:24,R_5KHeJqFaZ7o1yUX,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reported researcher (K),reported researcher (K),reporting researcher (S),2 = somewhat dishonest,3 = neither sincere nor insincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,3 = could go either way,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,reported researcher (H),reported researcher (H),reported researcher (H),neither reported (H) nor reporting researcher (F),reporting researcher (F),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),1 = very dishonest,2 = somewhat insincere,2 = somewhat unethical,1 = very unlikeable,1 = very unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Conservative,Heterosexual/straight,,18,Catholicism,,80986
1/29/2026 9:27,1/29/2026 9:38,100,659,TRUE,1/29/2026 9:38,R_1eq8AIOLkrFAATZ,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,4 = somewhat confident the findings are true,3 = neither honest nor dishonest,2 = somewhat insincere,3 = neither ethical nor unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),neither reported (K) nor reporting researcher (S),reported researcher (K),reported researcher (K),neither reported (K) nor reporting researcher (S),reported researcher (K),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reporting researcher (F),neither reported (H) nor reporting researcher (F),1 = very dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,5 = very sincere,5 = very ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Male,,Some High School,Lean Conservative,Heterosexual/straight,,19,Not Affiliated,,81039
1/29/2026 9:17,1/29/2026 9:49,100,1971,TRUE,1/29/2026 9:49,R_7P3sCYjKEtiudAl,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,2 = somewhat insincere,1 = very unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,2 = somewhat unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reported researcher (K),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),4 = somewhat honest,2 = somewhat insincere,3 = neither ethical nor unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,1 = very insincere,4 = somewhat ethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),reported researcher (H),reported researcher (H),neither reported (H) nor reporting researcher (F),reported researcher (H),reported researcher (H),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),2 = somewhat dishonest,5 = very sincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,2 = somewhat insincere,2 = somewhat unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81562
1/29/2026 10:47,1/29/2026 11:01,100,865,TRUE,1/29/2026 11:01,R_7LjmjBILLrCeVcA,,,,,33.1736,-87.3856,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,4 = somewhat sincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,5 = very approachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,2 = somewhat unlikeable,2 = somewhat unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,3 = neither sincere nor insincere,1 = very unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,3 = neither sincere nor insincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),5 = very honest,3 = neither sincere nor insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81140
1/29/2026 11:26,1/29/2026 11:32,100,381,TRUE,1/29/2026 11:32,R_1lLndlYiY5Mb3BO,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,3 = neither ethical nor unethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),neither reported (K) nor reporting researcher (S),2 = somewhat dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,2 = somewhat dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Bachelor’s Degree,Lean Conservative,Heterosexual/straight,,21,Catholicism,,81016
1/29/2026 11:32,1/29/2026 11:40,100,496,TRUE,1/29/2026 11:40,R_58uXR4QtBvUu8RH,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),2 = somewhat dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,3 = neither sincere nor insincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Centrist,Heterosexual/straight,,19,Catholicism,,81093
1/29/2026 12:03,1/29/2026 12:10,100,424,TRUE,1/29/2026 12:10,R_1HpfUYOEba7DMSQ,,,,,33.2,-87.56,anonymous,EN,0.800000012,"Yes, I consent",2 = somewhat dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,3 = could go either way,5 = very honest,3 = neither sincere nor insincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,3 = neither sincere nor insincere,1 = very unethical,1 = very unlikeable,4 = somewhat approachable,1 = very confident the findings are false,5 = very honest,3 = neither sincere nor insincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,3 = neither sincere nor insincere,1 = very unethical,1 = very unlikeable,4 = somewhat approachable,1 = very confident the findings are false,5 = very honest,3 = neither sincere nor insincere,5 = very ethical,5 = very likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,,Heterosexual/straight,,18,,,81027
1/29/2026 12:17,1/29/2026 12:23,100,338,TRUE,1/29/2026 12:23,R_7z78hyn7nT1ctjC,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),2 = somewhat dishonest,1 = very insincere,2 = somewhat unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,3 = neither ethical nor unethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Liberal,Heterosexual/straight,,19,Protestantism (Christian),,81595
1/29/2026 12:15,1/29/2026 12:29,100,816,TRUE,1/29/2026 12:29,R_3CQd0yQWag3D1Va,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,reported researcher (H),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),1 = very dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,4 = somewhat approachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Conservative,Heterosexual/straight,,19,Protestantism (Christian),,81227
